premise	initial	counterfactual	original_ending	generated_ending	bert_o1h1	bert_o1h123	bert_consec
Last night I was trying to bake a casserole.	I decided to have a cup of wine while I waited.	It looked too difficult, so i gave up and went to the mall to buy a jock strap.	One cup turned into three and then more. Before I realized it I fell asleep. By the time I woke up, the casserole was burned.	DEPRECATED	-1	-1	-1
Last night I was trying to bake a casserole.	I decided to have a cup of wine while I waited.	It looked too difficult, so i gave up and went to the mall to buy a jock strap.	One cup turned into three and then more. Before I realized it I fell asleep. By the time I woke up, the casserole was burned.	I was so excited to try it, but I was so disappointed. I was so disappointed I had to go back to the store and buy a new one. I was so disappointed that I had to go back to the store.	3.753704071044922	4.608846187591553	4.284230709075928
Last night I was trying to bake a casserole.	I decided to have a cup of wine while I waited.	It looked too difficult, so i gave up and went to the mall to buy a jock strap.	One cup turned into three and then more. Before I realized it I fell asleep. By the time I woke up, the casserole was burned.	I was so excited to try it out. I was so excited I forgot to take a picture. I was so excited, I forgot to take a picture.	-1	-1	-1
Last night I was trying to bake a casserole.	I decided to have a cup of wine while I waited.	It looked too difficult, so i gave up and went to the mall to buy a jock strap.	One cup turned into three and then more. Before I realized it I fell asleep. By the time I woke up, the casserole was burned.	DEPRECATED	-1	-1	-1
Last night I was trying to bake a casserole.	I decided to have a cup of wine while I waited.	It looked too difficult, so i gave up and went to the mall to buy a jock strap.	One cup turned into three and then more. Before I realized it I fell asleep. By the time I woke up, the casserole was burned.	DEPRECATED	-1	-1	-1
Lindy always wanted a great love in her life.	Every day she went to the university where she studied with a rose.	The first day at her university Lindy met the love of her life and married him.	Her plan was to give the rose to a man who would be her great love. Lindy didn't know how to talk to a man she thought looking at the rose. Lindy decided to talk to men just like they were people.	Her life was perfect. Lindy didn't know how to talk to a man, but she knew how to love. Lindy was a good student, but she was also a good person.	2.876441240310669	5.284423351287842	3.1847586631774902
Lindy always wanted a great love in her life.	Every day she went to the university where she studied with a rose.	The first day at her university Lindy met the love of her life and married him.	Her plan was to give the rose to a man who would be her great love. Lindy didn't know how to talk to a man she thought looking at the rose. Lindy decided to talk to men just like they were people.	Her life was perfect. Lindy was a student, a student of a great university, and a student of a great man. Lindy was a student of a great university, and a student of a great man.	-1	-1	-1
Lindy always wanted a great love in her life.	Every day she went to the university where she studied with a rose.	The first day at her university Lindy met the love of her life and married him.	Her plan was to give the rose to a man who would be her great love. Lindy didn't know how to talk to a man she thought looking at the rose. Lindy decided to talk to men just like they were people.	Her life was perfect. She was a student, she was happy, she was happy. She was a student, she was happy, she was happy.	-1	-1	-1
Lindy always wanted a great love in her life.	Every day she went to the university where she studied with a rose.	The first day at her university Lindy met the love of her life and married him.	Her plan was to give the rose to a man who would be her great love. Lindy didn't know how to talk to a man she thought looking at the rose. Lindy decided to talk to men just like they were people.	DEPRECATED	-1	-1	-1
Lindy always wanted a great love in her life.	Every day she went to the university where she studied with a rose.	The first day at her university Lindy met the love of her life and married him.	Her plan was to give the rose to a man who would be her great love. Lindy didn't know how to talk to a man she thought looking at the rose. Lindy decided to talk to men just like they were people.	DEPRECATED	-1	-1	-1
Lindy always wanted a great love in her life.	Every day she went to the university where she studied with a rose.	The first day at her university Lindy met the love of her life and married him.	Her plan was to give the rose to a man who would be her great love. Lindy didn't know how to talk to a man she thought looking at the rose. Lindy decided to talk to men just like they were people.	DEPRECATED	-1	-1	-1
Lindy always wanted a great love in her life.	Every day she went to the university where she studied with a rose.	The first day at her university Lindy met the love of her life and married him.	Her plan was to give the rose to a man who would be her great love. Lindy didn't know how to talk to a man she thought looking at the rose. Lindy decided to talk to men just like they were people.	DEPRECATED	-1	-1	-1
Lindy always wanted a great love in her life.	Every day she went to the university where she studied with a rose.	The first day at her university Lindy met the love of her life and married him.	Her plan was to give the rose to a man who would be her great love. Lindy didn't know how to talk to a man she thought looking at the rose. Lindy decided to talk to men just like they were people.	DEPRECATED	-1	-1	-1
My cane has a strap.	The strap is attached to the end of the cane.	The cane is very valuable, and I was broke, so I took it to an antique shop to sell.	The attachment kept coming off. I looked for a different strap. I bought a different strap.	The owner was very nice. I looked at the cane and said, "I don't want to sell it." He said, "Well, you can have it."	4.628267765045166	5.297100067138672	3.7271392345428467
